,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Height,Weight
12048,unknown,"Hamburg, Hamburg (Germany)",2nd November 1924 (age 97),Paul Kusch,,,,,
12049,unknown,,,Adam Sasorski,,,,,
12050,unknown,,,Jack Forsgren,,,,,
12051,Wladmir Aksionoff ,Kiew (Ukraine),,Matros Kirilenko,,,,,
12052,Seth Dikun,"Fort Lauderdale, Florida (United States of America)",5th August 1980 (age 41),Seth Dikun,135 lbs. (61 kg) at 5'10'' (1.78 m),29th April 2006 (15 years ago),,,
12056,Frank Gómez,"Las Vegas, Nevada (United States of America)",31st March 1986 (age 35),Frank Gómez,135 lbs. (61 kg) at 5'10'' (1.78 m),26th October 2006 (15 years ago),,,
12057,Jesse Lennox,"Cedar Rapids, Iowa (United States of America)",,Jesse Lennox,170 lbs. (77 kg) at 5'9'' (1.75 m),8th March 2006 (16 years ago),,,
12061,Edward Norris Ratcliff,"Chicago, Illinois (United States of America)",5th March 1983 (age 39),Ed Ratcliff,155 lbs. (70 kg) at 5'10'' (1.78 m),30th July 2005 (16 years ago),,,
12063,Edgar García,"San Luis Río Colorado, Sonora (Mexico)",22nd February 1984 (age 38),Edgar García,170 lbs. (77 kg) at 5'11'' (1.80 m),30th June 2007 (14 years ago),,,
12064,Hiromitsu Miura,Fukuoka (Japan),22nd September 1981 (age 40),Hiromitsu Miura,170 lbs. (77 kg) at 5'9'' (1.75 m),25th July 2004 (17 years ago),,,
12065,Rolando Pérez,"Chula Vista, California (United States of America)",,Rolando Pérez,145 lbs. (66 kg) at 5'9'' (1.75 m),30th July 2005 (16 years ago),,,
12067,Mike Campbell,"Aurora, Colorado (United States of America)",,Mike Campbell,155 lbs. (70 kg) at 5'9'' (1.75 m),17th June 2006 (15 years ago),,,
12068,Danillo Villefort,"Brasília, Distrito Federal (Brazil)",1983,Danillo Villefort,170 lbs. (77 kg) at 6'1'' (1.85 m),2nd April 2005 (16 years ago),,,
12069,unknown,"Middlesbrough, North Yorkshire, England (United Kingdom)",1st March 1981 (age 41),Chris Diamond,235 lbs. (107 kg) at 5'11'' (1.80 m),1998,,,
12071,unknown,"Berwyn, Illinois (United States of America)",,Jordan McEntyre,,,,,
12072,Jerry Carroll,"Mesa, Arizona (United States of America)",29th May 1933,Jerry Woods,,,19th December 2006,,
12074,unknown,,11th July 1990 (age 31),Rob Araujo,,,,4'11'' (1.50 m),
12075,unknown,,,Gino Giovanni,,,,,
12077,Dick Huffman,"Charleston, West Virginia (United States of America)",27th March 1923,Dick Huffman,,5th March 1951 (71 years ago),13th September 1992,,
12078,Stephen Patrebka,"Glenella, Manitoba (Canada)",24th March 1932 (age 89),Steve Patrick,,,,,
12079,Michael Volcan,"Hamilton, Ontario (Canada)",17th September 1932,Mike Volcan,215 lbs. (98 kg) at 5'11'' (1.80 m),,25th June 2013,,
12080,unknown,Japan,,Brian Lee,,,,,
12081,Sean Wheelock,"Kansas City, Kansas (United States of America)",,Sean Wheelock,,,,,
12084,Dennis Earl Forsland,"Edmonton, Alberta (Canada)",16th January 1934,Denny Forslund,,,17th March 2013,,
12087,unknown,Mexico,,Misterio de la Muerte,,,,,
12089,unknown,British Columbia (Canada),,Father Juan,185 lbs. (84 kg) at 5'10'' (1.78 m),1997,,,
12091,Alfonso Ramírez Díaz,Mexico,27th October 1938 (age 83),Pompín,,20th November 1957 (64 years ago),,,
12092,Sidney Garrison,,26th January 1965 (age 57),Rip Sawyer,,,,,
12093,unknown,United Kingdom,,Deacon Despair,,,,,
12094,unknown,"Dudley, West Midlands, England (United Kingdom)",,Lee Massey,,,,,
12095,Alan Bialor,,,Bialo the Giant,,,??th May 1991,,
12096,Warren House,,,Chief Geronimo,,,,,
12097,unknown,,,Dr. Van Dyke,,,,,
12101,unknown,,,Walter LaCore,,,,,
12102,unknown,"London, Ontario (Canada)",7th November 1970 (age 51),Sgt. Dickson,,24th January 2009 (13 years ago),,,
12104,unknown,New York (United States of America),,Jason Karloff,243 lbs. (110 kg) at 5'8'' (1.73 m),,,,
12105,unknown,New York (United States of America),,John Cannon,210 lbs. (95 kg) at 6'1'' (1.85 m),2002,,,
12106,unknown,"Liverpool, Merseyside, England (United Kingdom)",,Savannah ,,,,5'9'' (1.75 m),
12107,unknown,"Frodsham, Cheshire, England (United Kingdom)",,The Voodoo Child,,,,,
12108,unknown,"Bedford, Bedfordshire, England (United Kingdom)",,Bradley Ford,210 lbs. (95 kg) at 6'1'' (1.85 m),??th May 2008,,,
12109,unknown,United Kingdom,,Dr. Loco,,,,,
12111,unknown,"Stourbridge, West Midlands, England (United Kingdom)",,Kris Godsize,170 lbs. (77 kg) at 5'10'' (1.78 m),,,,
12112,unknown,United Kingdom,,The Soviet,188 lbs. (85 kg) at 6'3'' (1.91 m),,,,
12114,unknown,United Kingdom,,Jermain Eventer,,,,,
12115,unknown,United Kingdom,,Jimmy O'Shea,,,,,
12117,unknown,"London, Greater London, England (United Kingdom)",,Darrell Allen,175 lbs. (79 kg) at 5'9'' (1.75 m),,,,
12118,unknown,Georgia (United States of America),11th April 1969 (age 52),Johnny Blaze,,17th November 1987 (34 years ago),,,
12119,unknown,"Bacup, Lancashire, England (United Kingdom)",,Paddy D,,??th March 2004,,,204 lbs. (93 kg)
12120,unknown,"Leigh, Greater Manchester, England (United Kingdom)",,Danny Chambers,,,,,
12121,Johnny Irvin Davidson,Texas (United States of America),31st October 1955 (age 66),John Davidson,,,,,
12124,Todd Fenwick,"Esterhazy, Saskatchewan (Canada)",1968,Rockford,214 lbs. (97 kg) at 6'0'' (1.83 m),,,,
12126,unknown,"Monterrey, Nuevo León (Mexico)",24th April 1965 (age 56),Ángel Dorado,,19th March 1981 (40 years ago),,,
12127,unknown,Mexico,,Halcón Infernal,,1972,,,
12128,unknown,Mexico,,Ángel Dorado #2,,,,,
12129,unknown,Nuevo León (Mexico),,Johnny Rubio,,,,,
12130,unknown,"Monterrey, Nuevo León (Mexico)",29th October 1973 (age 48),El Coyote Jr.,,1988,,,
12131,unknown,Nuevo León (Mexico),4th September 1990 (age 31),Pedro Navajas,,,,5'1'' (1.55 m),
12132,Nicholas Catone,"Englewood, New Jersey (United States of America)",1st September 1981 (age 40),Nick Catone,170 lbs. (77 kg) at 6'0'' (1.83 m),19th May 2007 (14 years ago),,,
12134,unknown,"Phoenix, Arizona (United States of America)",,Mike Foxx,255 lbs. (116 kg) at 6'5'' (1.96 m),,,,
12135,unknown,"Austin, Texas (United States of America)",2nd August ???,Tim Rockwell,215 lbs. (98 kg) at 6'0'' (1.83 m),??th May 2004,,,
12136,unknown,"Thunder Bay, Ontario (Canada)",22nd March ???,Luc LaPointe,238 lbs. (108 kg) at 6'1'' (1.85 m),??th March 2000,,,
12137,unknown,"St. Louis, Missouri (United States of America)",22nd January ???,Prophet Stevens,330 lbs. (150 kg) at 6'3'' (1.91 m),2003,,,
12138,unknown,"Sapulpa, Oklahoma (United States of America)",15th June ???,Paul Linam,179 lbs. (81 kg) at 5'9'' (1.75 m),2005,,,
12139,unknown,"Tahlequah, Oklahoma (United States of America)",,Pork Chop,346 lbs. (157 kg) at 6'5'' (1.96 m),??th June 2004,,,
12140,unknown,"Toronto, Ontario (Canada)",23rd August ???,Jack Legacy,212 lbs. (96 kg) at 6'0'' (1.83 m),2000,,,
12141,unknown,United States of America,30th August ???,Thomas Trump,225 lbs. (102 kg) at 6'0'' (1.83 m),,,,
12142,unknown,"Guthrie, Oklahoma (United States of America)",22nd February ???,Roc-N-Roll Cowboy,190 lbs. (86 kg) at 5'10'' (1.78 m),1994,,,
12143,unknown,,,Miss Venom ,,,,,
12144,unknown,United States of America,1st January ???,Luscious Larry,198 lbs. (90 kg) at 5'10'' (1.78 m),1987,,,
12145,unknown,"Point Blank, Texas (United States of America)",6th September ???,Beau Dalton,220 lbs. (100 kg) at 6'0'' (1.83 m),??th January 2000,,,
12146,unknown,"Tulsa, Oklahoma (United States of America)",,Austin Idle,170 lbs. (77 kg) at 5'5'' (1.65 m),??th October 2004,,,
12147,unknown,,25th March ???,Black Bear,243 lbs. (110 kg) at 6'1'' (1.85 m),??th June 2001,,,
12148,unknown,"Palmdale, Florida (United States of America)",10th October ???,Shane Morbid,245 lbs. (111 kg) at 6'0'' (1.83 m),31st January 2003 (19 years ago),,,
12149,Derek Downey,"Orem, Utah (United States of America)",27th April 1980 (age 41),Derek Downey,185 lbs. (84 kg) at 5'11'' (1.80 m),26th April 2003 (18 years ago),,,
12151,unknown,,,Al Fontayne,,,,,
12152,Samuel Green,,,Sam Green,,,,,
12153,unknown,,,Jan Paul,,,,,
12154,unknown,,,Johnny Buff,,,,,
12155,unknown,,,Rennie Marr,,,,,
12157,Omer Marchessault,"Montréal, Quebec (Canada)",,Omer Marchessault,,,26th December 1996,,
12158,Anthony Mella,,,Tony Mella,,,,,
12159,unknown,"Birmingham, West Midlands, England (United Kingdom)",,Corporal Chris D,,,,,
12160,unknown,Mexico,19th March 1981 (age 40),Danger King,,,,,
12161,Alex Dunlop,,,Al Dunlop,,,25th May 1995,,245 lbs. (111 kg)
12162,Laurent Edward LaBelle,"Penetanguishene, Ontario (Canada)",30th September 1903,Ali Aliba,,,16th December 1948,,
12163,David C. Mosier,,1963,Chief Thunder Mountain,420 lbs. (191 kg) at 6'3'' (1.91 m),1986,16th August 1991,,
12164,Ruben Rodríguez,"La Mesa, New Mexico (United States of America)",24th June 1937,Pepe López,,,27th July 1976,,
12167,Carlo Roggi,Mexico,,Carlo Roggi,,3rd July 2005 (16 years ago),,,
12169,Juan José Galván,Mexico,,Juan el Ranchero,295 lbs. (134 kg) at 5'7'' (1.70 m),,,,
12171,unknown,Mexico,7th August 1967 (age 54),Eslabón Perdido,231 lbs. (105 kg) at 6'2'' (1.88 m),11th November 1985 (36 years ago),,,
12173,unknown,"Acayucan, Veracruz de Ignacio de la Llave (Mexico)",13th September 1988 (age 33),El Revolucionario,207 lbs. (94 kg) at 5'7'' (1.70 m),30th April 2007 (14 years ago),,,
12174,unknown,Mexico,,Apolo Sureño Jr.,,2007,,,
12176,unknown,Canada,,Matt Verishine,,,9th August 2003,,
12177,unknown,"Toledo, Ohio (United States of America)",,Lefty Pacer,,,,,
12178,Jerry Morris A. Monahan,"Anacortes, Washington (United States of America)",29th May 1902,Jerry Monahan,,1930,11th January 1947,,
12179,Kenneth Archibald Tasker,"Toronto, Ontario (Canada)",3rd June 1913,Tiger Tasker,219 lbs. (99 kg) at 5'7'' (1.70 m),1936,30th September 1991,,
12180,Ernie Bickerton,"San Francisco, California (United States of America)",26th May 1901,Ernie Powers,,,XXXX,,
12181,unknown,,23rd December 1985 (age 36),Tomonori Nakayusu,,27th May 2005 (16 years ago),,,
12182,unknown,,,Roy Leboeuf,,,,,
12184,unknown,"Kawaguchi, Saitama (Japan)",14th March 1977 (age 45),Agu,238 lbs. (108 kg) at 5'8'' (1.73 m),19th November 2000 (21 years ago),,,
12188,unknown,"Reading, Berkshire, England (United Kingdom)",,Jack Dynamo,196 lbs. (89 kg) at 5'10'' (1.78 m),31st January 2009 (13 years ago),,,
12189,unknown,,,Justin Thorn,181 lbs. (82 kg) at 5'10'' (1.78 m),30th January 2009 (13 years ago),,,
12190,Ralph Silverstein,,20th March 1914,Ruffy Silverstein,,,5th April 1980,,
12191,unknown,,,Jim Conroy,,,,,
12192,Jack Krys,,1929,Jack Kris,,,,,
12193,unknown,"Bologna, Emilia-Romagna (Italy)",14th March 1889,Renato Gardini,200 lbs. (91 kg) at 5'10'' (1.78 m),,29th August 1940,,
12195,Vince Bagala,,10th August 1931,Vince Montana,,,20th June 1988,,
12196,unknown,Greece,1935,Tony Kontellis,,,,,
12197,unknown,,,Charlie Kontellis,,,,,
12198,Henry Aage Christian Kirchheiner Clausen,"New York City, New York (United States of America)",4th April 1902,Henry Clausen,,,??th May 1984,,
12199,Charles Voris Reynolds ,Iowa (United States of America),7th February 1893,Jack Reynolds,145 lbs. (66 kg) at 5'6'' (1.68 m),,9th January 1945,,
12200,unknown,United States of America,27th February ???,Grenade,195 lbs. (88 kg) at 5'10'' (1.78 m),1999,,,
12201,unknown,,,J.W. Hardin,,25th October 2000 (21 years ago),,6'10'' (2.08 m),
12202,Richard Allen Crunkilton,"Fort Lauderdale, Florida (United States of America)",25th November 1979 (age 42),Richard Crunkilton,155 lbs. (70 kg) at 5'7'' (1.70 m),9th October 1999 (22 years ago),,,
12203,unknown,,,Jimmy Jannetty,223 lbs. (101 kg) at 5'10'' (1.78 m),,,,
12204,Scott E. Bazso,"Duluth, Minnesota (United States of America)",2nd October 1969,Scott Bazo,,,1st November 2008,,
12208,Matthew Ferranti,"Sault Ste. Marie, Ontario (Canada)",27th June 1985 (age 36),Vinnie DaVinci,165 lbs. (75 kg) at 5'5'' (1.65 m),??th July 2006,,,
12210,unknown,"Los Angeles, California (United States of America)",8th February 1987 (age 35),Brad Hexum,,,,6'0'' (1.83 m),
12211,unknown,"Memphis, Tennessee (United States of America)",,Steve Marino,,,,,
12212,Rudolf Skarda,,,Rudy Skarda,,,,,
12213,unknown,,,Mike Pfaff,,,,,
12217,unknown,United States of America,26th August ???,JC,125 lbs. (57 kg) at 5'10'' (1.78 m),2001,,,
12219,unknown,United States of America,26th August ???,K.C.,130 lbs. (59 kg) at 5'10'' (1.78 m),2001,,,
12220,unknown,Mexico,10th April ???,Mascarita de Oro,,,,,
12221,unknown,"Oakhurst, Oklahoma (United States of America)",1st January ???,Keebler,175 lbs. (79 kg) at 5'5'' (1.65 m),,,,
12222,unknown,"Broken Arrow, Oklahoma (United States of America)",23rd February ???,Michael Snap,235 lbs. (107 kg) at 5'11'' (1.80 m),1998,,,
12223,unknown,"New York City, New York (United States of America)",2nd December ???,Slam Shady,250 lbs. (113 kg) at 6'0'' (1.83 m),1997,,,
12224,unknown,"Pebble Beach, California (United States of America)",26th September ???,Chris Matthews,240 lbs. (109 kg) at 6'4'' (1.93 m),??th May 2001,,,
12225,unknown,"Bristow, Oklahoma (United States of America)",,Big Daddy Moore,,,,,232 lbs. (105 kg)
12226,unknown,Mexico,,Galactik,,,,,
12227,unknown,"New York City, New York (United States of America)",23rd August ???,Rico Suave,220 lbs. (100 kg) at 5'10'' (1.78 m),7th November 2003 (18 years ago),,,
12228,unknown,"Inola, Oklahoma (United States of America)",,Leather ,,1st March 2003 (19 years ago),,,
12229,unknown,"Oakland, California (United States of America)",14th July ???,Se7en,250 lbs. (113 kg) at 6'1'' (1.85 m),1998,,,
12230,unknown,"Point Blank, Texas (United States of America)",6th April ???,Bobby Brody,190 lbs. (86 kg) at 5'9'' (1.75 m),20th December 2003 (18 years ago),,,
12231,unknown,"Catoosa, Oklahoma (United States of America)",19th June ???,Michael 2000,199 lbs. (90 kg) at 6'2'' (1.88 m),5th October 2002 (19 years ago),,,
12232,unknown,"Hugo, Oklahoma (United States of America)",,Enforcer,,,,,245 lbs. (111 kg)
12233,unknown,"Blue Rapids, Kansas (United States of America)",,Renegade,,,,,234 lbs. (106 kg)
12234,unknown,"Enid, Oklahoma (United States of America)",,Brad Briggs,265 lbs. (120 kg) at 6'1'' (1.85 m),20th December 2003 (18 years ago),,,
12235,unknown,Mexico,,Anticristo Jr.,,,,,
12236,Enrique Meneses Vargas,,14th September 1942 (age 79),Roy Meneses,165 lbs. (75 kg) at 5'6'' (1.68 m),1967,,,
12237,unknown,Mexico,,Soldado del Diablo,,,,,
12238,unknown,Mexico,,Shuriken,,,,,
12239,unknown,California (United States of America),1979,Misteriosito,,,,,
12240,unknown,Peñuelas (Puerto Rico),,Erik Scorpion,,,,,
12242,unknown,British Columbia (Canada),1982,Ryan Dennim,203 lbs. (92 kg) at 5'7'' (1.70 m),31st July 2004 (17 years ago),,,
12244,Steve Tracey,"West Haven, Connecticut (United States of America)",,Dave Paradise,,,,,
12246,unknown,Puerto Rico,,Imam Ali,180 lbs. (82 kg) at 5'8'' (1.73 m),,,,
12250,unknown,Puerto Rico,,Spectro,,,,,
12251,unknown,Puerto Rico,1981,Zaer Arafat,239 lbs. (108 kg) at 6'0'' (1.83 m),2005,,,
12252,unknown,Puerto Rico,,Hardam Kadafi,254 lbs. (115 kg) at 6'2'' (1.88 m),,,,
12257,unknown,,,Tony Colesano,,,,,
12262,unknown,"Dallas, Texas (United States of America)",17th June ???,Jaci Johnson,132 lbs. (60 kg) at 5'6'' (1.68 m),,,,
12263,unknown,"Okinawa, Okinawa (Japan)",,Ichiban 3rd,159 lbs. (72 kg) at 5'6'' (1.68 m),18th January 2004 (18 years ago),,,
12264,unknown,"Waxahachie, Texas (United States of America)",5th September ???,Bernard Funk,210 lbs. (95 kg) at 5'9'' (1.75 m),13th January 1993 (29 years ago),,,
12265,unknown,,7th June ???,Stevie Caballero,,??th March 2004,,,
12267,Mike Ciesnolevicz,"Harrisburg, Pennsylvania (United States of America)",28th October 1979 (age 42),Mike Ciesnolevicz,205 lbs. (93 kg) at 6'0'' (1.83 m),1st November 2003 (18 years ago),,,
12268,Jimmy Torres,Mexico,,Jimmy Torres,,,,,
12269,unknown,Mexico,,Monje Maldito,209 lbs. (95 kg) at 5'11'' (1.80 m),,,,
12270,Andres Acopa,"Villahermosa, Tabasco (Mexico)",30th November 1946 (age 75),Anima,172 lbs. (78 kg) at 5'9'' (1.75 m),,,,
12274,unknown,"Tijuana, Baja California (Mexico)",15th June 1975 (age 46),La Chacala,,2000,,5'5'' (1.65 m),
12275,unknown,Mexico,,Fulgor,,1st June 2008 (13 years ago),,,
12276,unknown,Mexico,19th June 1985 (age 36),Rambo Jr.,,2006,,,
12277,unknown,Puerto Rico,,El Payaso Totín,,2007,,,
12278,unknown,Bayamón (Puerto Rico),,La Morena ,150 lbs. (68 kg) at 5'7'' (1.70 m),2006,,,
12279,unknown,Puerto Rico,,Barbie Boy,,2006,,,
12280,unknown,Puerto Rico,,Latin Boy,,,,,
12283,unknown,Puerto Rico,,Killer Kat ,,,,,
12284,unknown,Puerto Rico,,Jessie the Latin Freebird,,,,,
12288,Brian Cobb,"Bakersfield, California (United States of America)",3rd September 1980 (age 41),Brian Cobb,155 lbs. (70 kg) at 5'11'' (1.80 m),7th October 2004 (17 years ago),,,
12292,unknown,Mexico,11th November 1989 (age 32),Hell Boy,154 lbs. (70 kg) at 6'0'' (1.83 m),12th December 2006 (15 years ago),,,
12293,unknown,Mexico,,Ariman,,1966,,,
12296,Óscar Cárdenas Sotomayor,Mexico,22nd November 1985 (age 36),Ángel de la Noche,165 lbs. (75 kg) at 6'0'' (1.83 m),3rd January 2007 (15 years ago),,,
12300,unknown,,1987,Yuzuru Saito,,4th December 2007 (14 years ago),,,
12303,unknown,,,Trauma,,,,,
12305,unknown,Texas (United States of America),30th September ???,Flamon Raymon,205 lbs. (93 kg) at 5'9'' (1.75 m),1989,,,
12306,unknown,"Crystal Falls, Michigan (United States of America)",21st February 1981 (age 41),Bryan Skyline,200 lbs. (91 kg) at 5'11'' (1.80 m),15th July 2007 (14 years ago),,,
12308,James Gregory McDonald,"Hamilton, Ontario (Canada)",18th February 1923,Danno McDonald,,1941,4th March 2004,,
12309,unknown,,,Speedy Franks,,,,,
12310,unknown,,27th July 1915,Gordon Hessel,,,9th August 1992,,
12311,Gordon Hessel Jr.,,,Gordon Hessel Jr.,,,,,
12312,Walter Tin Kit Achiu,"Honolulu, Hawaii (United States of America)",3rd August 1902,Walter Achiu,170 lbs. (77 kg) at 5'8'' (1.73 m),,21st March 1989,,
12313,unknown,United States of America,,José Suzuki,210 lbs. (95 kg) at 5'11'' (1.80 m),30th January 2005 (17 years ago),,,
12314,unknown,United States of America,,Juan Suzuki,180 lbs. (82 kg) at 5'9'' (1.75 m),2004,,,
12315,unknown,United States of America,20th August ???,Chiquita Suzuki,138 lbs. (63 kg) at 5'7'' (1.70 m),29th July 2005 (16 years ago),,,
12317,unknown,"Goose Creek, South Carolina (United States of America)",1982,Malachi,,2001,,5'9'' (1.75 m),
12318,unknown,"Hickory, North Carolina (United States of America)",1977,Abel Adams,,,,,551 lbs. (250 kg)
12319,unknown,"Greenville, Texas (United States of America)",1st June ???,Bobby Burns,320 lbs. (145 kg) at 6'7'' (2.01 m),??th August 1984,,,
12320,unknown,"Jersey City, New Jersey (United States of America)",15th April ???,Jessi Jersey ,120 lbs. (54 kg) at 5'5'' (1.65 m),2nd October 2004 (17 years ago),,,
12321,unknown,"Bayfield, Wisconsin (United States of America)",3rd May ???,Lily McKenzie ,132 lbs. (60 kg) at 5'2'' (1.57 m),2nd October 2004 (17 years ago),,,
12322,unknown,"Spartanburg, South Carolina (United States of America)",1975,Will Snapp,,,,6'0'' (1.83 m),
12324,unknown,"Charlotte, North Carolina (United States of America)",1985,Zack Salvation,,,,,
12325,unknown,"San Bernardino, California (United States of America)",30th October 1986 (age 35),Liger Rivera,162 lbs. (73 kg) at 5'4'' (1.63 m),,,,
12326,unknown,"Murray, Kentucky (United States of America)",1976,Big Boy Bob,345 lbs. (156 kg) at 6'1'' (1.85 m),1995,,,
12327,unknown,"Union City, Tennessee (United States of America)",,Big Boy Leroy,300 lbs. (136 kg) at 6'0'' (1.83 m),,,,
12328,unknown,Tennessee (United States of America),,Dazzlin Dixie,,,,,
12329,Jack Arkwright,,1935,Jack Arkwright,,,??th July 2013,,
12330,unknown,"Brownsville, Tennessee (United States of America)",,Lawman Williams,225 lbs. (102 kg) at 5'9'' (1.75 m),1991,,,
12331,unknown,"Brownsville, Tennessee (United States of America)",1971,Jesse Dee,231 lbs. (105 kg) at 5'8'' (1.73 m),,,,
12332,David Butler,,1980,Chico Mendoza,,2007,,,
12333,unknown,"Jackson, Tennessee (United States of America)",,PK Ripper,185 lbs. (84 kg) at 5'8'' (1.73 m),1998,,,
12335,unknown,"Memphis, Tennessee (United States of America)",1973,Way Cool,195 lbs. (88 kg) at 5'9'' (1.75 m),1995,,,
12336,unknown,"Johnson City, Tennessee (United States of America)",??th May 1973,Wildside,192 lbs. (87 kg) at 5'7'' (1.70 m),1994,,,
12337,unknown,"Brownsville, Tennessee (United States of America)",,Ravishing Randy,,1990,,,
12338,unknown,,,Tony Simon,,,,,
12339,Milford Lee Peter,"St. Joseph, Missouri (United States of America)",3rd November 1915,Mel Peters,210 lbs. (95 kg) at 5'11'' (1.80 m),,24th December 1976,,
12340,Donald Quigley,,15th May 1932,Don Duffy,,,13th April 2013,,
12341,unknown,,,Pedro López,,,,,
12342,Everett Nathan Rattan,"Rover, Missouri (United States of America)",1st August 1907,Silent Rattan,180 lbs. (82 kg) at 5'9'' (1.75 m),,20th August 1981,,
12345,unknown,Mexico,,Noris ,,,,,
12346,unknown,"Tulsa, Oklahoma (United States of America)",,Chuck Singer,,,,,
12347,unknown,"Omaha, Nebraska (United States of America)",,Jimmy Hamon,247 lbs. (112 kg) at 6'0'' (1.83 m),19th August 2005 (16 years ago),,,
12348,unknown,,16th July ???,Das Karnage,170 lbs. (77 kg) at 6'1'' (1.85 m),1999,,,
12349,unknown,"Cocoa Beach, Florida (United States of America)",5th September ???,Sonny C,225 lbs. (102 kg) at 6'1'' (1.85 m),2002,,,
