,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
3196,unknown,225 lbs. (102 kg) at 6'1'' (1.85 m),"Poughkeepsie, New York (United States of America)",10th December 1976 (age 45),,Mark Bell,,,
3198,Shinsuke Sumitani,198 lbs. (90 kg) at 5'11'' (1.80 m),"Fukuoka, Fukuoka (Japan)",14th April 1977 (age 44),21st May 2002 (19 years ago),Shinsuke Jet Wakataka,,,
3199,Yusaku Shimoda,254 lbs. (115 kg) at 5'11'' (1.80 m),"Tokyo, Tokyo (Japan)",2nd October 1977 (age 44),12th December 1997 (24 years ago),Rikiya Fudo,,,
3200,Tadahiro Fujisaki,214 lbs. (97 kg) at 5'9'' (1.75 m),"Fukuoka, Fukuoka (Japan)",21st June 1969 (age 52),15th September 1996 (25 years ago),Fugofugo Yumeji,,,
3201,Gabriel Quinten Gallo,225 lbs. (102 kg) at 6'2'' (1.88 m),"Prescott Valley, Arizona (United States of America)",3rd February 1979 (age 43),??th October 2000,GQ Gallo,,,
3203,Monroe Alton Rice Jr.,,"Canton, Mississippi (United States of America)",13th December 1951,,Randy Rice,22nd July 2002,,
3204,unknown,,,,,Gene Kelly,,,
3208,unknown,230 lbs. (104 kg) at 6'2'' (1.88 m),,5th November ???,12th December 1992 (29 years ago),Frank Stalletto,,,
3211,Yukihiro Sakeda,209 lbs. (95 kg) at 5'9'' (1.75 m),"Sendai, Miyagi (Japan)",10th March 1942,1966,Tetsunosuke Daigo,4th November 2017,,
3212,Phillip Patrick Kekaulike Sylva,,United States of America,,,Tokyo Joe,,,
3213,Samuel Thomas Hesser,400 lbs. (181 kg) at 6'0'' (1.83 m),"Omaha, Nebraska (United States of America)",25th June 1923,,Mighty Jumbo,3rd September 1974,,
3216,unknown,,France,,,Gabriel Lasartesse,,5'9'' (1.75 m),
3223,Daichi Kakimoto,198 lbs. (90 kg) at 5'11'' (1.80 m),"Nara, Nara (Japan)",26th September 1983 (age 38),22nd May 2003 (18 years ago),Daichi Kakimoto,,,
3230,Wayne Curtis Michael Hart,,"Calgary, Alberta (Canada)",19th November 1953 (age 68),,Wayne Hart,,,
3237,unknown,176 lbs. (80 kg) at 5'7'' (1.70 m),Japan,20th January 1980 (age 42),3rd November 2004 (17 years ago),Shoichi Uchida,,,
3238,unknown,298 lbs. (135 kg) at 6'6'' (1.98 m),,1871,,Halil Adali,1927,,
3239,unknown,,,,,George Jeurisson,,,
3240,Travis Sampson,,"Blountville, Tennessee (United States of America)",19th February 1971 (age 51),,Romeo Bliss,,,
3242,unknown,,,,,Ricky Johnson,,,
3244,unknown,,,,,Arlie Gilbert,,,
3246,Josef Martynchenok,,Germany,3rd June 1927,,Martin Chenok,2010,,
3247,Roy Edward Welch,181 lbs. (82 kg) at 5'10'' (1.78 m),"Sallisaw, Oklahoma (United States of America)",17th December 1901,,Roy Welch,27th September 1977,,
3249,Edward Andy Welch,196 lbs. (89 kg) at 6'0'' (1.83 m),"Sallisaw, Oklahoma (United States of America)",24th March 1925,,Buddy Fuller,15th January 1996,,
3251,Herbert A. Welch,,"Pawhuska, Oklahoma (United States of America)",1st February 1908,,Herb Welch,29th March 1999,,
3252,Lester A. Welch,,"Pawhuska, Oklahoma (United States of America)",3rd May 1924,,Lester Welch,18th September 2009,5'10'' (1.78 m),
3253,Albert Luther Welch,,"Pawhuska, Oklahoma (United States of America)",3rd July 1905,,Jack Welch,30th March 1986,,180 lbs. (82 kg)
3254,Virgil Barton Hatfield,168 lbs. (76 kg) at 5'7'' (1.70 m),Oklahoma (United States of America),30th November 1908,,Virgil Hatfield,30th June 2002,,
3255,unknown,249 lbs. (113 kg) at 5'11'' (1.80 m),"Montréal, Quebec (Canada)",,,Gino Brito Jr.,,,
3260,unknown,,,,,Jimmy Tanaka,,,
3263,Kenny John Benkowski,275 lbs. (125 kg) at 6'3'' (1.91 m),,27th March 1937 (age 84),,Kenny Jay,,,
3264,unknown,,,,,Soldat Ustinov,,,
3269,Gene Harrison,,"Baltimore, Maryland (United States of America)",,,Gino Sammartino,,,
3271,José Elias Pincenno,,"El Carmen, Guanajuato (Mexico)",6th September 1957 (age 64),12th August 1974 (47 years ago),Espectro Jr.,,,
3272,Alberto Zavala Moreno,191 lbs. (87 kg) at 5'6'' (1.68 m),Mexico,17th April 1959 (age 62),1972,Maravilla López,,,
3275,Gladys Marie Wall,,United States of America,6th January 1920,1939,Gladys Gillem ,12th August 2009,,
3276,Isak Bjerknes,176 lbs. (80 kg) at 5'9'' (1.75 m),"Drammen, Buskerud (Norway)",6th July 1985,2004,Isak Rain,10th October 2007,,
3278,unknown,,,,,Jeff Sword,,,
3279,unknown,290 lbs. (132 kg) at 6'3'' (1.91 m),,,,Doug Vines,,,
3280,Bradley Scott Turner,,,29th December 1968,1993,Crusher Bones,20th February 2022,,
3282,unknown,235 lbs. (107 kg) at 6'0'' (1.83 m),"Kearny, New Jersey (United States of America)",7th November ???,17th August 1978 (43 years ago),Mike Masters,,,
3284,unknown,,,1867,,Julius Cochard,1902,,
3285,unknown,,"Wien, Wien (Austria)",,,Cyrill Wetesa,,,
3287,Van Ayasit,185 lbs. (84 kg) at 5'11'' (1.80 m),"Los Angeles, California (United States of America)",11th May 1976 (age 45),,Vansack Acid,,,
3288,Louis Uni,201 lbs. (91 kg) at 6'3'' (1.91 m),"Marsillargues, Occitanie (France)",21st January 1862,,Apollon,20th October 1928,,
3289,Pietro Dalmasso,,,,,Pietro Dalmasso,,,
3290,Louis Elias Daro,,,15th March 1884,,Lou Daro,11th July 1958,,
3291,Wladyslaw Pytlasinski,225 lbs. (102 kg) at 6'2'' (1.88 m),"Warszawa, Mazowieckie (Poland)",26th July 1863,,Wladyslaw Pytlasinski,10th November 1933,,
3294,Delance Clifford Wright,386 lbs. (175 kg) at 6'1'' (1.85 m),"Wilmington, Delaware (United States of America)",1st November 1952,1990,Boogie Woogie Brown,23rd June 2007,,
3299,Rhett Bobzien,,,1967,,Thor,,,
3300,John Brewer,,,,,John Brewer,??th July 2009,,
3301,Kazuhiko Ogasawara,198 lbs. (90 kg) at 5'10'' (1.78 m),"Shizuoka, Shizuoka (Japan)",12th December 1959 (age 62),,Kazuhiko Ogasawara,,,
3303,unknown,,,,,Georg Rißbacher,,,
3304,Richard O'Neil Steinborn,,"St. Louis, Missouri (United States of America)",28th September 1933,1951,Dick Steinborn,18th April 2020,,
3305,Henry Milo Steinborn,225 lbs. (102 kg) at 5'8'' (1.73 m),"Siegburg, Nordrhein-Westfalen (Germany)",14th March 1893,1923,Milo Steinborn,9th February 1989,,
3307,unknown,,"Manchester, Greater Manchester, England (United Kingdom)",,,Jim Hussey,30th November 2011,,250 lbs. (113 kg)
3312,Masayoshi Motegi,214 lbs. (97 kg) at 5'9'' (1.75 m),"Tatebayashi, Gunma (Japan)",24th November 1962 (age 59),7th August 1991 (30 years ago),Masayoshi Motegi,,,
3318,Carmine Azzato,,,,,Carmine Azzato,,,
3320,Randall Lee Buchanan,,"Logansport, Indiana (United States of America)",7th January 1957,,Mighty Wilbur,26th November 2014,,
3321,Byron Lee Greene,260 lbs. (118 kg) at 6'5'' (1.96 m),"Crawfordsville, Arkansas (United States of America)",11th June 1965,,Johnny Rotten,9th March 2014,,
3322,unknown,,"Memphis, Tennessee (United States of America)",,,Tony Williams,,,216 lbs. (98 kg)
3323,Kenneth Clay Raper,,,8th January 1955,,Ken Raper,24th January 2022,,
3326,unknown,,Indiana (United States of America),,,Troy Haste,,,
3330,Karen Simpson,170 lbs. (77 kg) at 5'9'' (1.75 m),"Frederick, Maryland (United States of America)",4th September ???,1992,Fantasia ,,,
3332,unknown,255 lbs. (116 kg) at 6'2'' (1.88 m),"Kailua, Hawaii (United States of America)",26th July 1971 (age 50),,Ma'koa,,,
3335,Randy Ricci,230 lbs. (104 kg) at 6'2'' (1.88 m),,,1987,Rockin' Randy,,,
3336,unknown,,,,,Doug Gibson,,,
3338,unknown,210 lbs. (95 kg) at 6'1'' (1.85 m),"Kawasaki, Kanagawa (Japan)",2nd August 1965 (age 56),,Shinji Sasazaki,,,
3339,Mark Guleen,,United States of America,,,The Beast,,,
3343,unknown,,,,,Henry Moses Dufur,,,
3344,unknown,,Australia,1846,,William Miller,12th March 1939,,
3348,Mike Bowyer,,,,,Mike Boyette,6th December 2012,,
3349,Mike O'Leary,250 lbs. (113 kg) at 6'3'' (1.91 m),,21st March 1941,,Mike York,29th September 2002,,
3351,unknown,175 lbs. (79 kg) at 5'10'' (1.78 m),,,,Tarek the Great,,,
3352,unknown,235 lbs. (107 kg) at 5'10'' (1.78 m),"San Antonio, Texas (United States of America)",,1978,Billy Two Eagles,,,
3353,unknown,,Australia,,,RYUKYU-DOG Dingo,,,
3355,Osamu Suganuma,198 lbs. (90 kg) at 5'7'' (1.70 m),"Osaka, Osaka (Japan)",4th December 1969 (age 52),5th August 1995 (26 years ago),Ebessan #3,,,
3356,Mitsuo Sugiyama,231 lbs. (105 kg) at 6'0'' (1.83 m),"Shizuoka, Shizuoka (Japan)",1st January 1920,1953,Surugaumi,24th November 2010,,
3357,Joseph Grana,230 lbs. (104 kg) at 5'11'' (1.80 m),"Middletown, New Jersey (United States of America)",8th December 1972 (age 49),5th November 1993 (28 years ago),Joe Rules,,,
3360,George Petraski,351 lbs. (159 kg) at 6'9'' (2.06 m),United States of America,,1988,Russian Brute,,,
3361,James Michael Hillman,265 lbs. (120 kg) at 6'3'' (1.91 m),"New Orleans, Louisiana (United States of America)",14th October 1951 (age 70),,Mike Miller,,,
3362,Issei Shimizu,128 lbs. (58 kg) at 5'7'' (1.70 m),"Fukuoka, Fukuoka (Japan)",18th February 1981 (age 41),23rd September 2007 (14 years ago),Rion Mizuki,,,
3365,Greg James Bownds,220 lbs. (100 kg) at 6'0'' (1.83 m),"Sydney, New South Wales (Australia)",20th February 1977 (age 45),5th April 1994 (27 years ago),TNT,,,
3367,Anastacia Rose McPherson,,"San Francisco, California (United States of America)",,12th October 2007 (14 years ago),Anastacia Rose,,,
3369,unknown,,,,,Ali Baba,,,
3370,Stuart Thompson,275 lbs. (125 kg) at 6'3'' (1.91 m),"Swindon, Wiltshire, England (United Kingdom)",1979,1999,Stu Odyssey,,,
3373,Alma Corina Gutiérrez,115 lbs. (52 kg) at 5'3'' (1.60 m),Mexico,16th January 1978 (age 44),24th August 1997 (24 years ago),Diana la Cazadora ,,,
3375,unknown,252 lbs. (114 kg) at 6'0'' (1.83 m),United Kingdom,7th May 1988 (age 33),,Stuart Neale,,,
3376,unknown,,Alberta (Canada),,,Anna Marie ,,,
3378,unknown,,,,,Georg Sames,,,
3382,unknown,187 lbs. (85 kg) at 5'9'' (1.75 m),Kagoshima (Japan),28th December 1984 (age 37),10th May 2008 (13 years ago),Naoki Setoguchi,,,
3384,Yusuke Fuke,190 lbs. (86 kg) at 5'11'' (1.80 m),"Sakai, Osaka (Japan)",30th January 1969 (age 53),13th August 1990 (31 years ago),Takaku Fuke,,,
3388,unknown,,New Hampshire (United States of America),,,Brian Walsh,,,
3391,Enrique E. Sinigaglia,236 lbs. (107 kg) at 6'4'' (1.93 m),Ponce (Puerto Rico),7th October ???,6th April 2001 (20 years ago),Abbad,,,
3392,unknown,229 lbs. (104 kg) at 6'3'' (1.91 m),Ponce (Puerto Rico),,2005,Romeo,,,
3394,Julio López,,Puerto Rico,,,Barrabás Jr.,,,
3395,unknown,226 lbs. (103 kg) at 5'10'' (1.78 m),Carolina (Puerto Rico),,1999,Joe Bravo,,,
3396,Joel Jiménez,216 lbs. (98 kg) at 5'10'' (1.78 m),Dorado (Puerto Rico),,,Chris Joel,,,
3397,unknown,225 lbs. (102 kg) at 6'0'' (1.83 m),Dorado (Puerto Rico),,2000,Noriega,,,
3398,unknown,176 lbs. (80 kg) at 5'6'' (1.68 m),"Nezahualcóyotl, Estado de México (Mexico)",6th June 1977 (age 44),30th April 1990 (31 years ago),Coco Verde,,,
3399,unknown,220 lbs. (100 kg) at 5'11'' (1.80 m),San Juan (Puerto Rico),28th October 1988 (age 33),,BJ,,,
3402,Juan Delgado Torres,245 lbs. (111 kg) at 6'0'' (1.83 m),Aguadilla (Puerto Rico),,,Crazy Rudy,,,
3403,unknown,,,,,Milo Popocopolis,,,
3405,unknown,,"Parma, Ohio (United States of America)",29th January 1981 (age 41),2006,Mike Tolar,,,214 lbs. (97 kg)
3409,Noel Rodríguez,215 lbs. (98 kg) at 6'2'' (1.88 m),Levittown (Puerto Rico),,24th November 2006 (15 years ago),Noel Rodríguez,,,
3410,Freddy Lozada,210 lbs. (95 kg) at 5'10'' (1.78 m),Vega Alta (Puerto Rico),,2003,Blitz,,,
3411,Trevor Verney,,,11th May ???,,TJ Dalton,,,
3412,unknown,195 lbs. (88 kg) at 5'11'' (1.80 m),Puerto Rico,,2005,Hiram Tua,,,
3414,unknown,201 lbs. (91 kg) at 5'8'' (1.73 m),Dominican Republic,,3rd March 2007 (15 years ago),Starky,,,
3415,unknown,243 lbs. (110 kg) at 5'8'' (1.73 m),Ponce (Puerto Rico),,2005,Bolo the Red Bulldog,,,
3424,Tom Nash,264 lbs. (120 kg) at 6'4'' (1.93 m),,,,Tom Nash,,,
3425,Dave Johnson,255 lbs. (116 kg) at 6'2'' (1.88 m),"Calgary, Alberta (Canada)",22nd May ???,1990,Blackhart,26th November 2017,,
3426,Lester Speight,260 lbs. (118 kg) at 6'6'' (1.98 m),"Baltimore, Maryland (United States of America)",,,Rasta the Voodoo Man,,,
3427,unknown,235 lbs. (107 kg) at 6'0'' (1.83 m),"Boston, Massachusetts (United States of America)",27th February ???,1991,Tim McNeany,,,
3428,unknown,,,,,Moondog Molsonn,,,
3429,Bob Cowan,,"Plumas, Manitoba (Canada)",27th March 1970 (age 51),,Bobby Collins,,,
3430,Brian Juer,,Canada,,,Brian Jewel,,,
3431,John Stallard,280 lbs. (127 kg) at 6'0'' (1.83 m),"London, Greater London, England (United Kingdom)",19th April 1979 (age 42),,Jonny Rose,,,
3432,Ronald Cadman,163 lbs. (74 kg) at 5'7'' (1.70 m),"Winnipeg, Manitoba (Canada)",11th July 1953 (age 68),1977,Caveman Broda,,,
3433,Todd Turchinski,170 lbs. (77 kg) at 5'7'' (1.70 m),,21st October 1963 (age 58),1992,Todd Bullet,,,
3434,unknown,,,,,Steel Carnage,,,
3435,Brent Stafford,210 lbs. (95 kg) at 5'8'' (1.73 m),"Winnipeg, Manitoba (Canada)",24th September 1972 (age 49),1991,Robby Royce,,,
3436,unknown,205 lbs. (93 kg) at 5'10'' (1.78 m),"Winnipeg, Manitoba (Canada)",,1994,Ernie Todd,,,
3437,unknown,,,,,Jackie Youngblood,,,
3438,unknown,,"Winnipeg, Manitoba (Canada)",,,Mike Davidson,,,
3442,Wayne Cryderman,315 lbs. (143 kg) at 6'2'' (1.88 m),Ontario (Canada),30th October 1968 (age 53),,Crusher Kline,,,
3443,unknown,186 lbs. (84 kg) at 5'11'' (1.80 m),"Hartford, Connecticut (United States of America)",,??th June 1999,Chris Parys,,,
3445,unknown,,,,,Carver Gleason,,,
3446,unknown,,,,,Wildman Firpo,,,
3447,Darren Bilsland,195 lbs. (88 kg) at 5'8'' (1.73 m),Canada,,,T. Kasaki,,,
3448,unknown,,,,,Alex Rain,,,
3449,unknown,,,,,Spice Richards,,,
3450,unknown,,,,,Darren Metselaar,,,
3451,unknown,,,,,Ronnie Attitude,,,
3452,Chad Straza,,Saskatchewan (Canada),,,Plum Loco,,,
3453,Jason Geiger,169 lbs. (77 kg) at 5'10'' (1.78 m),Manitoba (Canada),30th November 1981 (age 40),1999,Donny DiCaprio,,,
3455,unknown,,Manitoba (Canada),11th February 1974 (age 48),,Darren Dalton,,,
3456,Todd Meier,,"Regina, Saskatchewan (Canada)",14th July 1973 (age 48),,Todd Myers,,6'2'' (1.88 m),
3459,Norbert Klatt,,,,,Johnny Malibu,,,
3460,unknown,,,,,Paul Ranville,,,
3461,Devin Chittick,154 lbs. (70 kg) at 6'0'' (1.83 m),Nova Scotia (Canada),,,Kyle Kruze,,,
3462,unknown,,,,,Owen Johnson,,,
3463,David Sharp,,"Swindon, Wiltshire, England (United Kingdom)",11th December 1981 (age 40),2002,Dave Sharp,,,
3464,unknown,250 lbs. (113 kg) at 5'9'' (1.75 m),"London, Greater London, England (United Kingdom)",,2004,Battalion,,,
3465,Chiharu Watanabe,171 lbs. (78 kg) at 5'4'' (1.63 m),"Tagami, Niigata (Japan)",13th April 1984 (age 37),22nd February 2004 (18 years ago),Kanjuro Matsuyama,,,
3467,unknown,198 lbs. (90 kg) at 5'6'' (1.68 m),"Izumi, Osaka (Japan)",7th August 1978 (age 43),2nd March 1999 (23 years ago),HUB,,,
3469,unknown,198 lbs. (90 kg) at 5'8'' (1.73 m),"Kushimoto, Wakayama (Japan)",,13th October 1993 (28 years ago),Kuuga,,,
3470,unknown,176 lbs. (80 kg) at 5'8'' (1.73 m),"Sendai, Miyagi (Japan)",,13th October 1995 (26 years ago),Goya Mask #1,,,
3472,unknown,170 lbs. (77 kg) at 5'8'' (1.73 m),"Osaka, Osaka (Japan)",8th March 1984 (age 38),28th October 2006 (15 years ago),Ultimate Spider Jr.,,,
3473,Yusuke Inokuma,200 lbs. (91 kg) at 5'11'' (1.80 m),"Kurashiki, Okayama (Japan)",15th February 1977 (age 45),28th April 2002 (19 years ago),Yusuke Inokuma,,,
3474,unknown,172 lbs. (78 kg) at 5'7'' (1.70 m),"Takarazuka, Hyogo (Japan)",18th January 1986 (age 36),??th December 2005,Takoyakida,,,
3475,Daniel Singh Arora,250 lbs. (113 kg) at 6'2'' (1.88 m),"London, Greater London, England (United Kingdom)",5th April 1987 (age 34),,Jarrod Locke,,,
3476,Darryl Sharma,195 lbs. (88 kg) at 5'11'' (1.80 m),"Toronto, Ontario (Canada)",30th September 1984 (age 37),2002,Darryl Sharma,,,
3477,Irison Mora Arias,,Mexico,,,El Enterrador Dos Mil,,,
3482,Randy Unrau,323 lbs. (147 kg) at 5'10'' (1.78 m),"Winnipeg, Manitoba (Canada)",,5th June 1969 (52 years ago),Syko,,,
3483,unknown,240 lbs. (109 kg) at 6'0'' (1.83 m),,,,Tommy Seabolt,,,
3484,Scott L. Schwartz,303 lbs. (137 kg) at 6'7'' (2.01 m),,,,Joshua Ben-Gurion,,,
3488,unknown,301 lbs. (137 kg) at 6'3'' (1.91 m),,,,William Thompson,,,
3490,Teresa Ziemski,,"Stockdale, Pennsylvania (United States of America)",,2001,Krystal Frost ,,,
3492,Tom Buzanoski,236 lbs. (107 kg) at 5'11'' (1.80 m),United States of America,19th November 1956 (age 65),1986,TC Reynolds,,,
3493,Mark Kevin Frear,255 lbs. (116 kg) at 6'3'' (1.91 m),"Salisbury, Maryland (United States of America)",1st February 1970,,AC Golden,11th May 2014,,
3494,unknown,,,,,Terry Alexander,,,
3500,Magnus Emanuel Bech Olsen,281 lbs. (127 kg) at 6'1'' (1.85 m),"København, Hovedstaden (Denmark)",7th December 1866,,Magnus Bech-Olsen,19th February 1932,,
3501,Jess Pedersen,254 lbs. (115 kg) at 5'11'' (1.80 m),Denmark,1878,,Jess Pedersen,XXXX,,
3502,Tomoya Kinukawa,159 lbs. (72 kg) at 5'5'' (1.65 m),"Osaka, Osaka (Japan)",24th June 1987 (age 34),19th April 2008 (13 years ago),Mil Mongoose,,,
3503,Kouji Shishido,150 lbs. (68 kg) at 5'7'' (1.70 m),"Fukushima, Fukushima (Japan)",2nd February 1972 (age 50),3rd June 2005 (16 years ago),Kouji Shishido,,,
3504,Sir Edward Athol Oakeley,,"Rhoscolyn, Isle of Anglesey, Wales (United Kingdom)",31st May 1900,,Atholl Oakeley,??th January 1987,5'9'' (1.75 m),
3505,unknown,210 lbs. (95 kg) at 6'2'' (1.88 m),France,12th June 1906,,Al Baffert,3rd October 1989,,
3506,unknown,,,,,Karl Pospeshil,,,
3507,Paul Lehman,235 lbs. (107 kg) at 6'3'' (1.91 m),,24th October 1935 (age 86),1960,Paul Diamond,,,
3508,unknown,228 lbs. (103 kg) at 5'10'' (1.78 m),Cidra (Puerto Rico),,,Bert Centeno,,,
3509,unknown,,,,,Lucifer Grimm,,,
3513,unknown,,United Kingdom,,,Tiger X,,,
3514,Jeff Goguen,,New Brunswick (Canada),,,Jeff Duprée,,,
3516,unknown,236 lbs. (107 kg) at 6'2'' (1.88 m),"West Midlands, England (United Kingdom)",3rd June 1984 (age 37),2001,Corey Vandal,,,
3517,Willard Rowe Longson,230 lbs. (104 kg) at 6'2'' (1.88 m),"Salt Lake City, Utah (United States of America)",8th June 1906,17th April 1931 (90 years ago),Bill Longson,10th December 1982,,
3518,Felix Miquet,,France,10th October 1908,,Felix Miquet,8th March 1987,,
3519,Francois J. Miquet,,"Bonvillaret, Auvergne-Rhône-Alpes (France)",17th January 1920,,Francois Miquet,13th March 2010,,
3520,Jean Louis Roy,,"Montréal, Quebec (Canada)",1920,,Corsica Jean,28th March 1992,,
3521,Sarah Eugene Ray,,Tennessee (United States of America),19th November 1931,,Sarah Lee ,5th April 2008,,
3522,unknown,,,,,Hank Oswald,,,
3523,Duncan Colin Ross,,Turkey,12th March 1856,,Duncan Ross,8th September 1919,,
3524,unknown,,United Kingdom,15th February 1861,,Tom Connors,1939,,
3525,Kojiro Matsuda,170 lbs. (77 kg) at 5'5'' (1.65 m),Fukui (Japan),1859,,Sorakichi Matsuda,16th August 1891,,
3528,unknown,,,,,Max Anthony,,,
3529,Kevin McCullough,231 lbs. (105 kg) at 6'2'' (1.88 m),,,,KC McCullough,,,
3530,Paul Lloyd,240 lbs. (109 kg) at 6'0'' (1.83 m),South Africa,,1985,Paul Lloyd,??th June 1999,,
3531,unknown,,,,,Dan Grundy,,,
3532,unknown,,"Durham, North Carolina (United States of America)",,1986,Chuck Coates,,,
3537,Rick LeRibeus,245 lbs. (111 kg) at 6'2'' (1.88 m),,,,Mark Von Erich,,,
3542,unknown,,,,,Francis Buxton,,,
3546,Ron Rivera,229 lbs. (104 kg) at 5'9'' (1.75 m),California (United States of America),,,American Wild Child,,,
3548,Kosta Kaperdos,180 lbs. (82 kg) at 5'9'' (1.75 m),"Mannheim, Baden-Württemberg (Germany)",,3rd February 2001 (21 years ago),Kosta Kaperdos,,,
3550,René Rückemann,165 lbs. (75 kg) at 5'9'' (1.75 m),"Weinheim, Baden-Württemberg (Germany)",16th October 1988 (age 33),2nd June 2007 (14 years ago),Sawyer California,,,
3553,unknown,218 lbs. (99 kg) at 5'4'' (1.63 m),"Windsor, Ontario (Canada)",30th May 1972 (age 49),1990,Bobby Clancy,,,
3554,unknown,230 lbs. (104 kg) at 6'0'' (1.83 m),United States of America,1964,,Greg Bobchick,,,
3555,unknown,240 lbs. (109 kg) at 5'10'' (1.78 m),,,,Chris Carter,,,
3556,Leonard Eugen Roberts,,Arkansas (United States of America),7th March 1913,,Red Roberts,14th September 1987,,
3557,unknown,,,,,Danny Cama,,,
3559,Karl Harris,278 lbs. (126 kg) at 6'2'' (1.88 m),"Benton Harbor, Michigan (United States of America)",14th September 1952 (age 69),1974,Bobo Brazil Jr.,,,
3560,Andrew W. Fish,235 lbs. (107 kg) at 5'10'' (1.78 m),"Brooklyn, Michigan (United States of America)",29th September 1969 (age 52),,Andy Chene,,,
3561,unknown,,,,,Hank James,,,
3562,unknown,236 lbs. (107 kg) at 6'1'' (1.85 m),Newfoundland and Labrador (Canada),,,Dream Killer,,,
3563,Francois Poirier,168 lbs. (76 kg) at 5'9'' (1.75 m),"Joliette, Quebec (Canada)",11th February 1970 (age 52),1986,Frank Blues,,,
3564,Rod Bollenbacher,,,,,Rod Bell,,,
3565,unknown,245 lbs. (111 kg) at 6'0'' (1.83 m),"Macon, Georgia (United States of America)",26th May ???,1983,Preston Steele,,,
3566,unknown,270 lbs. (122 kg) at 6'3'' (1.91 m),,,,Leif Ericson,,,
3568,Phil Livelsberger,249 lbs. (113 kg) at 6'3'' (1.91 m),Pennsylvania (United States of America),,22nd August 1987 (34 years ago),Max Thrasher,,,
3569,Frank Piche,,,21st March 1956 (age 65),1979,Frank Starr,,,
3570,unknown,314 lbs. (142 kg) at 6'5'' (1.96 m),"Myrtle Beach, South Carolina (United States of America)",,,Sebastian Kane,,,
3571,unknown,,,,,Rob McBride,,,
3572,Lenny Hawkins,,,,,Marcel Pringle,,,
3573,Daniel Joseph Moody,255 lbs. (116 kg) at 6'4'' (1.93 m),"Mobile, Alabama (United States of America)",8th January 1987 (age 35),2005,DJ Pringle,,,
3574,Ewan Kennedy,350 lbs. (159 kg) at 6'6'' (1.98 m),"Kirk Ella, East Yorkshire, England (United Kingdom)",30th December ???,,Colossus Kennedy,,,
3576,unknown,,,,,Timber,,,
3577,Frank G. Thompson,225 lbs. (102 kg) at 6'0'' (1.83 m),,11th August 1921,,Frank Thompson,17th August 2005,,
3579,unknown,,Mexico,,,TJ Boy,,,
3580,Armando R. Pumarejo,,,20th February 1940,,Frankie Williams,23rd April 1991,,
