,Real Name,Birthplace,wrestler_name,Date of Birth,Debut,Weight and Height,Date of Death,Height,Weight
30108,Borys Mankowski,"Poznan, Wielkopolskie (Poland)",Borys Mankowski,13th October 1989 (age 32),29th March 2008 (13 years ago),170 lbs. (77 kg) at 5'7'' (1.70 m),,,
30109,Paul Slowinski,"Strzegom, Dolnoslaskie (Poland)",Paul Slowinski,24th September 1980 (age 41),21st September 2013 (8 years ago),240 lbs. (109 kg) at 6'3'' (1.91 m),,,
30110,Jakub Kowalewicz,"Warszawa, Mazowieckie (Poland)",Jakub Kowalewicz,14th March 1993 (age 29),12th October 2013 (8 years ago),,,,155 lbs. (70 kg)
30111,Mateusz Dubilowicz,"Wroclaw, Dolnoslaskie (Poland)",Mateusz Dubilowicz,,4th April 2010 (11 years ago),,,,165 lbs. (75 kg)
30112,Rafal Blachuta,"Kwidzyn, Pomorskie (Poland)",Rafal Blachuta,,5th June 2010 (11 years ago),170 lbs. (77 kg) at 6'0'' (1.83 m),,,
30113,Robert Radomski,"Katowice, Slaskie (Poland)",Robert Radomski,18th September 1983 (age 38),28th February 2009 (13 years ago),170 lbs. (77 kg) at 5'11'' (1.80 m),,,
30114,Krzysztof Kulak,"Czestochowa, Slaskie (Poland)",Krzysztof Kulak,3rd January 1981 (age 41),15th March 2003 (19 years ago),185 lbs. (84 kg) at 6'2'' (1.88 m),,,
30115,Abu Azaitar,"Köln, Nordrhein-Westfalen (Germany)",Abu Azaitar,10th March 1986 (age 36),27th June 2009 (12 years ago),185 lbs. (84 kg) at 5'11'' (1.80 m),,,
30116,Daniel Acacio,"Curitiba, Paraná (Brazil)",Daniel Acacio,27th December 1977 (age 44),27th May 2000 (21 years ago),170 lbs. (77 kg) at 5'10'' (1.78 m),,,
30117,Helson Henriques,Angola,Helson Henriques,2nd August 1984 (age 37),16th March 2010 (12 years ago),145 lbs. (66 kg) at 5'7'' (1.70 m),,,
30118,Sergej Grecicho,Vilnius (Lithuania),Sergej Grecicho,30th September 1985 (age 36),3rd May 2005 (16 years ago),145 lbs. (66 kg) at 5'10'' (1.78 m),,,
30119,Arbi Shamaev,"Grozny, Chechnya (Russia)",Arbi Shamaev,12th December 1990 (age 31),19th November 2011 (10 years ago),160 lbs. (73 kg) at 5'8'' (1.73 m),,,
30120,Michal Andryszak,"Bydgoszcz, Kujawsko-Pomorskie (Poland)",Michal Andryszak,12th April 1992 (age 29),4th December 2010 (11 years ago),245 lbs. (111 kg) at 6'5'' (1.96 m),,,
30121,Iryna Shaparenko,Donezk (Ukraine),Iryna Shaparenko,13th July 1995 (age 26),27th July 2013 (8 years ago),125 lbs. (57 kg) at 5'9'' (1.75 m),,,
30122,Karol Celinski,"Olsztyn, Warminsko-Mazurskie (Poland)",Karol Celinski,22nd June 1980 (age 41),29th March 2008 (13 years ago),205 lbs. (93 kg) at 6'2'' (1.88 m),,,
30123,Nick Rossborough,"Salt Lake City, Utah (United States of America)",Nick Rossborough,18th November 1981 (age 40),24th January 2004 (18 years ago),265 lbs. (120 kg) at 6'5'' (1.96 m),,,
30124,Kamila Porczyk,"Pionki, Mazowieckie (Poland)",Kamila Porczyk,6th July 1977 (age 44),15th June 2013 (8 years ago),125 lbs. (57 kg) at 5'7'' (1.70 m),,,
30125,John Henry Karhunsaari,Finland,Henry Karhunsaari,6th June 1887,,,15th April 1936,,
30126,Lukasz Chlewicki,"Kraków, Malopolskie (Poland)",Lukasz Chlewicki,24th January 1979 (age 43),19th September 2004 (17 years ago),170 lbs. (77 kg) at 5'7'' (1.70 m),,,
30127,Lukasz Rajewski,"Plock, Mazowieckie (Poland)",Lukasz Rajewski,26th May 1989 (age 32),15th February 2014 (8 years ago),155 lbs. (70 kg) at 5'9'' (1.75 m),,,
30128,Patrick Vallee,"Paris, Île-de-France (France)",Patrick Vallee,2nd September 1980 (age 41),18th October 2003 (18 years ago),170 lbs. (77 kg) at 5'10'' (1.78 m),,,
30129,Tomasz Narkun,"Stargard Szczecinski, Zachodniopomorskie (Poland)",Tomasz Narkun,3rd December 1989 (age 32),15th November 2009 (12 years ago),205 lbs. (93 kg) at 6'3'' (1.91 m),,,
30130,Charles Andrade,"João Pessoa, Paraíba (Brazil)",Charles Andrade,10th February 1982 (age 40),7th July 1997 (24 years ago),185 lbs. (84 kg) at 6'0'' (1.83 m),,,
30131,Jefferson George,"Luton, Bedfordshire, England (United Kingdom)",Jefferson George,,24th November 2012 (9 years ago),,,,155 lbs. (70 kg)
30132,Kamil Gniadek,"Szczecin, Zachodniopomorskie (Poland)",Kamil Gniadek,12th June 1994 (age 27),2nd December 2011 (10 years ago),155 lbs. (70 kg) at 5'10'' (1.78 m),,,
30133,Szymon Bajor,"Rzeszów, Podkarpackie (Poland)",Szymon Bajor,15th June 1988 (age 33),9th May 2010 (11 years ago),230 lbs. (104 kg) at 6'1'' (1.85 m),,,
30134,Vasco Bakocevic,"Risan, Kotor (Montenegro)",Vasco Bakocevic,10th August 1989 (age 32),8th May 2010 (11 years ago),155 lbs. (70 kg) at 5'7'' (1.70 m),,,
30135,Peter Graham,"Sydney, New South Wales (Australia)",Peter Graham,5th August 1975 (age 46),5th March 2008 (14 years ago),250 lbs. (113 kg) at 6'2'' (1.88 m),,,
30136,Jorge Luis Bezerra,"São Paulo, São Paulo (Brazil)",Jorge Luis Bezerra,2nd April 1986 (age 35),10th September 2005 (16 years ago),185 lbs. (84 kg) at 5'10'' (1.78 m),,,
30137,Michal Wlodarek,"Poznan, Wielkopolskie (Poland)",Michal Wlodarek,28th May 1984 (age 37),13th May 2010 (11 years ago),240 lbs. (109 kg) at 6'1'' (1.85 m),,,
30138,Marcin Parcheta,"Szczecin, Zachodniopomorskie (Poland)",Marcin Parcheta,,4th October 2014 (7 years ago),170 lbs. (77 kg) at 5'11'' (1.80 m),,,
30139,Rafal Jackiewicz,"Minsk Mazowiecki, Mazowieckie (Poland)",Rafal Jackiewicz,17th February 1977 (age 45),4th October 2014 (7 years ago),,,,170 lbs. (77 kg)
30140,Tomasz Kondraciuk,"Poznan, Wielkopolskie (Poland)",Tomasz Kondraciuk,27th April 1988 (age 33),15th December 2007 (14 years ago),205 lbs. (93 kg) at 6'0'' (1.83 m),,,
30141,David Zawada,"Düsseldorf, Nordrhein-Westfalen (Germany)",David Zawada,1st August 1990 (age 31),7th November 2010 (11 years ago),170 lbs. (77 kg) at 6'0'' (1.83 m),,,
30142,Grzegorz Szulakowski,"Namyslów, Opolskie (Poland)",Grzegorz Szulakowski,30th December 1986 (age 35),15th May 2010 (11 years ago),155 lbs. (70 kg) at 5'11'' (1.80 m),,,
30143,Patryk Grudniewski,"Olesnica, Opolskie (Poland)",Patryk Grudniewski,11th June 1983 (age 38),11th August 2012 (9 years ago),155 lbs. (70 kg) at 5'9'' (1.75 m),,,
30144,Jedrzej Mackowiak,"Rawicz, Wielkopolskie (Poland)",Jedrzej Mackowiak,4th March 1992 (age 30),5th October 2013 (8 years ago),255 lbs. (116 kg) at 6'4'' (1.93 m),,,
30145,Kamil Szymuszowski,"Zgierz, Lódzkie (Poland)",Kamil Szymuszowski,25th October 1989 (age 32),30th May 2010 (11 years ago),170 lbs. (77 kg) at 6'1'' (1.85 m),,,
30146,Marcin Gulas,"Gdynia, Pomorskie (Poland)",Marcin Gulas,9th February 1984 (age 38),24th June 2007 (14 years ago),240 lbs. (109 kg) at 6'2'' (1.88 m),,,
30147,Alex Pérez,"Lemoore, California (United States of America)",Alex Pérez,21st March 1992 (age 29),6th May 2011 (10 years ago),125 lbs. (57 kg) at 5'7'' (1.70 m),,,
30148,Lukasz Jurkowski,"Warszawa, Mazowieckie (Poland)",Lukasz Jurkowski,8th March 1981 (age 41),27th February 2004 (18 years ago),205 lbs. (93 kg) at 6'1'' (1.85 m),,,
30149,Antoni Chmielewski,"Warszawa, Mazowieckie (Poland)",Antoni Chmielewski,8th January 1982 (age 40),25th October 2003 (18 years ago),185 lbs. (84 kg) at 6'0'' (1.83 m),,,
30150,Anthony Figueroa,"Gilroy, California (United States of America)",Anthony Figueroa,,4th November 2006 (15 years ago),125 lbs. (57 kg) at 5'5'' (1.65 m),,,
30151,Jimmy Grant,"Carlstadt, New Jersey (United States of America)",Jimmy Grant,,14th March 2009 (13 years ago),125 lbs. (57 kg) at 5'4'' (1.63 m),,,
30152,Cain Carrizosa,"Woodlake, California (United States of America)",Cain Carrizosa,22nd July 1986 (age 35),17th June 2011 (10 years ago),155 lbs. (70 kg) at 5'8'' (1.73 m),,,
30153,Manuel Quezada,"Bakersfield, California (United States of America)",Manuel Quezada,,26th April 2008 (13 years ago),230 lbs. (104 kg) at 6'2'' (1.88 m),,,
30154,Sergio Quinones,"Lemoore, California (United States of America)",Sergio Quinones,,16th September 2007 (14 years ago),145 lbs. (66 kg) at 5'9'' (1.75 m),,,
30155,Paul McVeigh,"Drumaness, Down, Northern Ireland (United Kingdom)",Paul McVeigh,15th April 1982 (age 39),16th November 2002 (19 years ago),135 lbs. (61 kg) at 5'8'' (1.73 m),,,
30156,James Fanshier,California (United States of America),James Fanshier,30th November 1971 (age 50),10th February 2002 (20 years ago),185 lbs. (84 kg) at 5'10'' (1.78 m),,,
30157,Ruben Villareal,"Calousa, California (United States of America)",Ruben Villareal,5th January 1970 (age 52),21st August 2003 (18 years ago),250 lbs. (113 kg) at 6'4'' (1.93 m),,,
30158,Matt Anderson,"San Diego, California (United States of America)",Matt Anderson,,9th December 2000 (21 years ago),265 lbs. (120 kg) at 6'1'' (1.85 m),,,
30159,Kolo Koka,Hawaii (United States of America),Kolo Koka,,1st March 2001 (21 years ago),160 lbs. (73 kg) at 5'9'' (1.75 m),,,
30160,Donald Sánchez,"Albuquerque, New Mexico (United States of America)",Donald Sánchez,18th August 1984 (age 37),10th December 2005 (16 years ago),145 lbs. (66 kg) at 5'10'' (1.78 m),,,
30161,Elmer Waterhen,"Saskatoon, Saskatchewan (Canada)",Elmer Waterhen,10th April 1974 (age 47),15th November 2003 (18 years ago),170 lbs. (77 kg) at 6'2'' (1.88 m),,,
30162,Masayuki Okude,Tokyo (Japan),Masayuki Okude,5th January 1979 (age 43),23rd November 2003 (18 years ago),145 lbs. (66 kg) at 5'9'' (1.75 m),,,
30164,unknown,,Jack Fisher,,,,,,
30165,Teddy Burner Waters,"Childress, Texas (United States of America)",Teddy Waters,24th November 1905,,158 lbs. (72 kg) at 5'10'' (1.78 m),2nd January 1947,,
30166,Héctor Alex Sandoval,"Ukiah, California (United States of America)",Héctor Alex Sandoval,19th July 1986 (age 35),18th July 2008 (13 years ago),125 lbs. (57 kg) at 5'2'' (1.57 m),,,
30168,Keisuke Tamaru,Tokyo (Japan),Keisuke Tamaru,31st December 1986 (age 35),18th February 2006 (16 years ago),115 lbs. (52 kg) at 5'4'' (1.63 m),,,
30169,Yoshinari Shinba,Tokyo (Japan),Yoshinari Shinba,21st July 1981 (age 40),15th June 2007 (14 years ago),120 lbs. (54 kg) at 5'5'' (1.65 m),,,
30170,Hiroyuki Ota,"Tokyo, Tokyo (Japan)",Hiroyuki Ota,22nd December 1975 (age 46),29th September 2000 (21 years ago),155 lbs. (70 kg) at 5'7'' (1.70 m),,,
30171,Fabiano Silva Da Conceicao,"Boa Vista, Roraima (Brazil)",Fabiano Silva Da Conceicao,18th February 1988 (age 34),12th December 2005 (16 years ago),135 lbs. (61 kg) at 5'5'' (1.65 m),,,
30172,unknown,,Jim Williams,,,,,,
30175,unknown,,Ricardo Valdez,,,,,,
30176,Leopoldo Escobar Trujillo,"El Paso, Texas (United States of America)",Cisco Kid,26th May 1928 (age 93),1954,176 lbs. (80 kg) at 5'8'' (1.73 m),,,
30177,Steve Rand,,Steve Ramsey,,,,,,
30178,unknown,Utah (United States of America),Chance Champion,,2011,216 lbs. (98 kg) at 6'2'' (1.88 m),,,
30180,unknown,"Toluca, Estado de México (Mexico)",Iron Kid,13th November 1993 (age 28),,,,,
30181,unknown,Veracruz de Ignacio de la Llave (Mexico),Cat Boy,23rd August 1997 (age 24),,,,,
30182,Herbert Joseph Teitenberg,Minnesota (United States of America),Herb Teitenberg,1st May 1899,,220 lbs. (100 kg) at 5'10'' (1.78 m),19th June 1959,,
30183,Thomas Almeida,"São Paulo, São Paulo (Brazil)",Thomas Almeida,31st July 1991 (age 30),29th November 2011 (10 years ago),135 lbs. (61 kg) at 5'7'' (1.70 m),,,
30185,unknown,,Jimmie Lee,,,,,,
30186,Pannie Kianzad,"Helsingborg, Skåne (Sweden)",Pannie Kianzad ,8th December 1991 (age 30),14th April 2012 (9 years ago),135 lbs. (61 kg) at 5'7'' (1.70 m),,,
30187,Jessica-Rose Clark,Queensland (Australia),Jessica-Rose Clark ,,21st December 2012 (9 years ago),135 lbs. (61 kg) at 5'4'' (1.63 m),,,
30188,Catherine Costigan,Limerick (Ireland),Catherine Costigan ,,18th December 2010 (11 years ago),105 lbs. (48 kg) at 5'4'' (1.63 m),,,
30189,Amber Leibrock,"Hayward, California (United States of America)",Amber Leibrock ,8th February 1988 (age 34),9th June 2015 (6 years ago),145 lbs. (66 kg) at 5'11'' (1.80 m),,,
30190,Gonzalo Mendiola Ortega,"San Antonio, Texas (United States of America)",Pancho Lomas,9th April 1933,,,22nd October 2011,,
30191,Otto Frederick Roehm,,Otto Roehm ,2nd August 1882,,155 lbs. (70 kg) at 5'5'' (1.65 m),29th May 1958,,
30192,Isidor Gadar Niflot ,"Warszawa, Mazowieckie (Poland)",John Niflot,16th April 1881,15th April 1908 (113 years ago),135 lbs. (61 kg) at 5'3'' (1.60 m),29th March 1950,,
